lon,lat,name,fix,mov,obs_ve,obs_vn,obs_ee,obs_en,pred_ve,pred_vn,cen,resid_e,resid_n
166.1645673414,-71.7331034761,VL32,igs08,ant,12.093,-11.917,0.578,0.698,11.343,-11.395,0.0,0.75,-0.522
162.2017186645,-75.3979676011,VLHG,igs08,ant,9.342,-12.283,0.281,0.231,9.373,-11.715,0.0,-0.031,-0.568
-64.2541613935,-65.2460048365,VNAD,igs08,ant,13.179,9.975,0.233,0.296,13.877,11.081,0.0,-0.698,-1.106
-149.4332763245,-87.4156549011,W01A,igs08,ant,11.959,-3.852,2.108,0.313,12.493,-4.632,0.0,-0.534,0.78
-149.4431007844,-87.415175742,W01B,igs08,ant,13.757,-3.695,1.527,0.457,12.492,-4.634,0.0,1.265,0.939
-53.2000973149,-82.8615573622,W04A,igs08,ant,8.792,10.183,0.87,1.036,5.931,11.987,0.0,2.861,-1.804
-80.5586166965,-80.0398163192,W05A,igs08,ant,12.067,8.547,0.569,0.614,11.989,9.109,0.0,0.078,-0.562
-80.5644430932,-80.039801404,W05B,igs08,ant,11.884,10.813,0.753,1.441,11.99,9.108,0.0,-0.106,1.705
-81.4334243296,-80.3206603911,W07A,igs08,ant,12.665,9.378,0.811,0.876,12.031,8.979,0.0,0.634,0.399
-81.5403155505,-80.3227765305,W07B,igs08,ant,10.566,8.734,0.352,2.31,12.047,8.963,0.0,-1.481,-0.229
154.2201206807,-79.8456988591,WHN0,igs08,ant,5.49,-12.26,0.215,0.235,6.21,-12.187,0.0,-0.72,-0.073
-104.393190457,-82.6832320687,WHTM,igs08,ant,13.789,5.226,0.359,0.48,14.025,4.905,0.0,-0.236,0.321
-80.5579370275,-80.0398370982,WILN,igs08,ant,10.437,8.781,0.228,0.282,11.989,9.109,0.0,-1.552,-0.328
-63.8204088257,-70.7293540384,WLCH,igs08,ant,11.433,10.887,0.199,0.23,12.127,11.151,0.0,-0.694,-0.264
